tconst,primaryTitle,startYear,averageRating,numVotes,qid,pagerank,imdb_rank,pagerank_rank
tt1345836,The Dark Knight Rises,2012,8.4,2007214,Q189330,0.0013069302121571,60.0,313.0
tt0361748,Inglourious Basterds,2009,8.4,1798782,Q153723,0.0032539721635059,61.0,87.0
tt4154796,Avengers: Endgame,2019,8.4,1460286,Q23781155,0.0034664907032008,62.0,77.0
tt0209144,Memento,2000,8.4,1443412,Q190525,0.0032209269671589,63.0,90.0
tt4154756,Avengers: Infinity War,2018,8.4,1385032,Q23780914,0.0022172030964835,64.0,182.0
tt0910970,WALL·E,2008,8.4,1330137,Q104905,0.0040419739304416,65.0,50.0
tt0081505,The Shining,1980,8.4,1233121,Q186341,0.0017836146649815,66.0,242.0
tt0119217,Good Will Hunting,1997,8.4,1227211,Q193835,0.0004934867424705,67.0,466.0
tt0082971,Raiders of the Lost Ark,1981,8.4,1114524,Q174284,0.0028852232866564,68.0,112.0
tt0078748,Alien,1979,8.4,1069202,Q103569,0.0032930220611098,69.0,84.0
tt0090605,Aliens,1986,8.4,843202,Q104814,0.0024750800859003,70.0,152.0
tt4633694,Spider-Man: Into the Spider-Verse,2018,8.4,799037,Q29588607,0.0026399061711728,71.0,137.0
tt15239678,Dune: Part Two,2024,8.4,774340,Q109228991,0.0027578637711658,72.0,125.0
tt0078788,Apocalypse Now,1979,8.4,773569,Q182692,0.0027743008547622,73.0,124.0
tt2380307,Coco,2017,8.4,716104,Q5815826,0.0022223496041454,74.0,181.0
tt0047396,Rear Window,1954,8.4,570649,Q34414,0.0015427359467493,75.0,268.0
tt1187043,3 Idiots,2009,8.4,485709,Q229633,0.0029533446963259,76.0,110.0
tt0086879,Amadeus,1984,8.4,470382,Q190956,0.0046818358833247,77.0,28.0
tt0405094,The Lives of Others,2006,8.4,444888,Q153882,0.003618399862026,78.0,71.0
tt5311514,Your Name.,2016,8.4,398223,Q21697406,0.0014620705801032,79.0,291.0
tt0043014,Sunset Boulevard,1950,8.4,262336,Q193570,0.0037264596002465,80.0,64.0
